school_code	boro	number_of_classes	core_subject_ms_core_and_9_12_only_	school_name	size_of_smallest_class	total_register	data_source	program_type	csd	core_course_ms_core_and_9_12_only_	average_class_size	size_of_largest_class	service_category_k_9_only_	grade_
Q265	Q	8	SCIENCE	EXCELSIOR PREPARATORY HIGH SCHOOL	15	213	HSST	GEN ED	29	LIVING ENVIRONMENT	26.6	30	-	09-12
Q265	Q	1	SCIENCE	EXCELSIOR PREPARATORY HIGH SCHOOL	25	25	HSST	GEN ED	29	EARTH SCIENCE	25.0	25	-	09-12
Q265	Q	2	SCIENCE	EXCELSIOR PREPARATORY HIGH SCHOOL	24	51	HSST	GEN ED	29	CHEMISTRY	25.5	27	-	09-12
Q265	Q	2	SCIENCE	EXCELSIOR PREPARATORY HIGH SCHOOL	26	52	HSST	GEN ED	29	PHYSICS	26.0	26	-	09-12
Q265	Q	8	MATH	EXCELSIOR PREPARATORY HIGH SCHOOL	13	170	HSST	GEN ED	29	MATH B	21.3	30	-	09-12
Q265	Q	8	MATH	EXCELSIOR PREPARATORY HIGH SCHOOL	11	165	HSST	GEN ED	29	ALGEBRA	20.6	29	-	09-12
Q265	Q	1	MATH	EXCELSIOR PREPARATORY HIGH SCHOOL	32	32	HSST	GEN ED	29	GEOMETRY	32.0	32	-	09-12
Q265	Q	-2	MATH	EXCELSIOR PREPARATORY HIGH SCHOOL		-27	HSST	GEN ED	29	MATCHED SECTIONS			-	09-12
Q265	Q	4	ALL SUBJECTS	EXCELSIOR PREPARATORY HIGH SCHOOL		108	HSST	CTT	29	ASSUMED TEAM TEACHING			-	09-12
Q268	Q	2	-	P.S. 268	20	40	ATS	GEN ED	29	-	20.0	20	-	0K
Q268	Q	1	-	P.S. 268	19	19	ATS	CTT	29	-	19.0	19	-	0K
Q268	Q	2	-	P.S. 268	25	50	ATS	GEN ED	29	-	25.0	25	-	01
Q268	Q	2	-	P.S. 268	25	50	ATS	GEN ED	29	-	25.0	25	-	02
Q268	Q	2	-	P.S. 268	21	44	ATS	GEN ED	29	-	22.0	23	-	03
Q268	Q	2	-	P.S. 268	24	49	ATS	GEN ED	29	-	24.5	25	-	04
Q268	Q	1	-	P.S. 268	22	22	ATS	CTT	29	-	22.0	22	-	04
Q268	Q	2	-	P.S. 268	21	42	ATS	GEN ED	29	-	21.0	21	-	05
Q268	Q	1	-	P.S. 268	26	26	ATS	CTT	29	-	26.0	26	-	05
Q268	Q	2	-	P.S. 268	26	53	ATS	GEN ED	29	-	26.5	27	-	06
Q268	Q	2	-	P.S. 268	29	60	ATS	GEN ED	29	-	30.0	31	-	07
Q268	Q	2	-	P.S. 268	18	40	ATS	GEN ED	29	-	20.0	22	-	08
Q268	Q	2	-	P.S. 268	9	21	ATS	SPEC ED	29	-	10.5	12	12:1:1	0K-09
Q268	Q	6	ENGLISH	P.S. 268	18	153	ATS	GEN ED	29	-	25.5	30	-	MS CORE
Q268	Q	6	SOCIAL STUDIES	P.S. 268	18	153	ATS	GEN ED	29	-	25.5	30	-	MS CORE
Q268	Q	6	SCIENCE	P.S. 268	18	153	ATS	GEN ED	29	-	25.5	30	-	MS CORE
Q268	Q	9	MATH	P.S. 268	18	233	ATS	GEN ED	29	-	25.9	30	-	MS CORE
Q270	Q	2	-	P.S. / I.S. Q270	25	50	ATS	GEN ED	29	-	25.0	25	-	0K
Q270	Q	1	-	P.S. / I.S. Q270	28	28	ATS	GEN ED	29	-	28.0	28	-	01
Q270	Q	1	-	P.S. / I.S. Q270	27	27	ATS	CTT	29	-	27.0	27	-	01
Q270	Q	1	-	P.S. / I.S. Q270	28	28	ATS	GEN ED	29	-	28.0	28	-	02
Q270	Q	1	-	P.S. / I.S. Q270	26	26	ATS	CTT	29	-	26.0	26	-	02
Q270	Q	2	-	P.S. / I.S. Q270	27	55	ATS	GEN ED	29	-	27.5	28	-	03
Q270	Q	3	-	P.S. / I.S. Q270	27	83	ATS	GEN ED	29	-	27.7	28	-	04
Q270	Q	4	-	P.S. / I.S. Q270	26	108	ATS	GEN ED	29	-	27.0	28	-	05
Q270	Q	3	-	P.S. / I.S. Q270	28	86	ATS	GEN ED	29	-	28.7	29	-	06
Q270	Q	2	-	P.S. / I.S. Q270	25	51	ATS	GEN ED	29	-	25.5	26	-	07
Q270	Q	3	-	P.S. / I.S. Q270	27	82	ATS	GEN ED	29	-	27.3	28	-	08
Q270	Q	1	-	P.S. / I.S. Q270	12	12	ATS	SPEC ED	29	-	12.0	12	12:1:1	0K-09
Q270	Q	8	ENGLISH	P.S. / I.S. Q270	22	218	ATS	GEN ED	29	-	27.3	29	-	MS CORE
Q270	Q	8	SOCIAL STUDIES	P.S. / I.S. Q270	22	218	ATS	GEN ED	29	-	27.3	29	-	MS CORE
Q270	Q	8	SCIENCE	P.S. / I.S. Q270	22	218	ATS	GEN ED	29	-	27.3	29	-	MS CORE
Q270	Q	17	MATH	P.S. / I.S. Q270	16	452	ATS	GEN ED	29	-	26.6	29	-	MS CORE
Q272	Q	6	ENGLISH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	10	123	HSST	GEN ED	29	ENGLISH 9	20.5	28	-	09-12
Q272	Q	4	ENGLISH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	22	107	HSST	GEN ED	29	ENGLISH 10	26.8	30	-	09-12
Q272	Q	4	ENGLISH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	17	114	HSST	GEN ED	29	ENGLISH 11	28.5	35	-	09-12
Q272	Q	3	ENGLISH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	22	72	HSST	GEN ED	29	ENGLISH 12	24.0	28	-	09-12
Q272	Q	5	SOCIAL STUDIES	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	10	114	HSST	GEN ED	29	GLOBAL HISTORY 9	22.8	29	-	09-12
Q272	Q	4	SOCIAL STUDIES	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	19	122	HSST	GEN ED	29	GLOBAL HISTORY 10	30.5	35	-	09-12
Q272	Q	4	SOCIAL STUDIES	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	24	116	HSST	GEN ED	29	US HISTORY	29.0	34	-	09-12
Q272	Q	3	SOCIAL STUDIES	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	22	81	HSST	GEN ED	29	US GOVERNMENT	27.0	33	-	09-12
Q272	Q	4	SCIENCE	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	31	130	HSST	GEN ED	29	EARTH SCIENCE	32.5	33	-	09-12
Q272	Q	2	SCIENCE	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	33	66	HSST	GEN ED	29	CHEMISTRY	33.0	33	-	09-12
Q272	Q	1	SCIENCE	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	34	34	HSST	GEN ED	29	PHYSICS	34.0	34	-	09-12
Q272	Q	4	SCIENCE	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	23	111	HSST	GEN ED	29	OTHER	27.8	34	-	09-12
Q272	Q	7	MATH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	21	178	HSST	GEN ED	29	ALGEBRA	25.4	31	-	09-12
Q272	Q	3	MATH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	32	101	HSST	GEN ED	29	GEOMETRY	33.7	35	-	09-12
Q272	Q	6	MATH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN	10	113	HSST	GEN ED	29	OTHER	18.8	35	-	09-12
Q272	Q	-2	MATH	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN		-21	HSST	GEN ED	29	MATCHED SECTIONS			-	09-12
Q272	Q	1	ALL SUBJECTS	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN		21	HSST	CTT	29	ASSUMED TEAM TEACHING			-	09-12
Q283	Q	2	-	PREPARATORY ACADEMY FOR WRITERS: A COLLE	20	47	ATS	GEN ED	29	-	23.5	27	-	06
Q283	Q	2	-	PREPARATORY ACADEMY FOR WRITERS: A COLLE	28	67	ATS	GEN ED	29	-	33.5	39	-	07
Q283	Q	1	-	PREPARATORY ACADEMY FOR WRITERS: A COLLE	28	28	ATS	GEN ED	29	-	28.0	28	-	08
Q283	Q	2	-	PREPARATORY ACADEMY FOR WRITERS: A COLLE	4	22	ATS	SPEC ED	29	-	11.0	18	12:1	0K-09
Q283	Q	24	ENGLISH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	7	385	HSST	GEN ED	29	-	16.0	32	-	MS CORE
Q283	Q	5	SOCIAL STUDIES	PREPARATORY ACADEMY FOR WRITERS: A COLLE	21	142	HSST	GEN ED	29	-	28.4	35	-	MS CORE
Q283	Q	8	SCIENCE	PREPARATORY ACADEMY FOR WRITERS: A COLLE	7	171	HSST	GEN ED	29	-	21.4	31	-	MS CORE
Q283	Q	18	MATH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	5	223	HSST	GEN ED	29	-	12.4	31	-	MS CORE
Q283	Q	2	ENGLISH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	14	35	HSST	GEN ED	29	ENGLISH 9	17.5	21	-	09-12
Q283	Q	2	ENGLISH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	23	55	HSST	GEN ED	29	ENGLISH 10	27.5	32	-	09-12
Q283	Q	1	ENGLISH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	30	30	HSST	GEN ED	29	ENGLISH 11	30.0	30	-	09-12
Q283	Q	2	SOCIAL STUDIES	PREPARATORY ACADEMY FOR WRITERS: A COLLE	21	43	HSST	GEN ED	29	GLOBAL HISTORY 9	21.5	22	-	09-12
Q283	Q	2	SOCIAL STUDIES	PREPARATORY ACADEMY FOR WRITERS: A COLLE	21	56	HSST	GEN ED	29	GLOBAL HISTORY 10	28.0	35	-	09-12
Q283	Q	1	SOCIAL STUDIES	PREPARATORY ACADEMY FOR WRITERS: A COLLE	32	32	HSST	GEN ED	29	US HISTORY	32.0	32	-	09-12
Q283	Q	2	SCIENCE	PREPARATORY ACADEMY FOR WRITERS: A COLLE	20	43	HSST	GEN ED	29	LIVING ENVIRONMENT	21.5	23	-	09-12
Q283	Q	4	SCIENCE	PREPARATORY ACADEMY FOR WRITERS: A COLLE	21	92	HSST	GEN ED	29	EARTH SCIENCE	23.0	24	-	09-12
Q283	Q	2	SCIENCE	PREPARATORY ACADEMY FOR WRITERS: A COLLE	38	76	HSST	GEN ED	29	CHEMISTRY	38.0	38	-	09-12
Q283	Q	1	MATH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	22	22	HSST	GEN ED	29	ALGEBRA	22.0	22	-	09-12
Q283	Q	4	MATH	PREPARATORY ACADEMY FOR WRITERS: A COLLE	21	108	HSST	GEN ED	29	GEOMETRY	27.0	31	-	09-12
Q295	Q	2	-	P.S./I.S. 295	24	49	ATS	GEN ED	29	-	24.5	25	-	0K
Q295	Q	2	-	P.S./I.S. 295	20	42	ATS	GEN ED	29	-	21.0	22	-	01
Q295	Q	2	-	P.S./I.S. 295	14	29	ATS	GEN ED	29	-	14.5	15	-	02
Q295	Q	2	-	P.S./I.S. 295	19	41	ATS	GEN ED	29	-	20.5	22	-	03
Q295	Q	1	-	P.S./I.S. 295	33	33	ATS	GEN ED	29	-	33.0	33	-	04
Q295	Q	2	-	P.S./I.S. 295	33	66	ATS	GEN ED	29	-	33.0	33	-	06
Q295	Q	2	-	P.S./I.S. 295	30	61	ATS	GEN ED	29	-	30.5	31	-	07
Q295	Q	2	-	P.S./I.S. 295	9	21	ATS	SPEC ED	29	-	10.5	12	12:1:1	0K-09
Q295	Q	4	ENGLISH	P.S./I.S. 295	30	125	HSST	GEN ED	29	-	31.3	34	-	MS CORE
Q295	Q	4	SOCIAL STUDIES	P.S./I.S. 295	30	125	HSST	GEN ED	29	-	31.3	34	-	MS CORE
Q295	Q	4	SCIENCE	P.S./I.S. 295	30	125	HSST	GEN ED	29	-	31.3	34	-	MS CORE
Q295	Q	4	MATH	P.S./I.S. 295	30	125	HSST	GEN ED	29	-	31.3	34	-	MS CORE
Q492	Q	5	ENGLISH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	21	119	HSST	GEN ED	29	ENGLISH 9	23.8	27	-	09-12
Q492	Q	4	ENGLISH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	31	133	HSST	GEN ED	29	ENGLISH 10	33.3	34	-	09-12
Q492	Q	4	ENGLISH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	25	118	HSST	GEN ED	29	ENGLISH 11	29.5	33	-	09-12
Q492	Q	4	ENGLISH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	20	93	HSST	GEN ED	29	ENGLISH 12	23.3	29	-	09-12
Q492	Q	5	SOCIAL STUDIES	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	20	131	HSST	GEN ED	29	GLOBAL HISTORY 9	26.2	33	-	09-12
Q492	Q	8	SOCIAL STUDIES	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	24	231	HSST	GEN ED	29	GLOBAL HISTORY 10	28.9	33	-	09-12
Q492	Q	3	SOCIAL STUDIES	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	31	99	HSST	GEN ED	29	US GOVERNMENT	33.0	34	-	09-12
Q492	Q	6	SCIENCE	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	12	139	HSST	GEN ED	29	LIVING ENVIRONMENT	23.2	31	-	09-12
Q492	Q	6	SCIENCE	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	28	191	HSST	GEN ED	29	EARTH SCIENCE	31.8	34	-	09-12
Q492	Q	1	SCIENCE	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	30	30	HSST	GEN ED	29	CHEMISTRY	30.0	30	-	09-12
Q492	Q	1	SCIENCE	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	28	28	HSST	GEN ED	29	PHYSICS	28.0	28	-	09-12
Q492	Q	3	MATH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	23	95	HSST	GEN ED	29	MATH B	31.7	37	-	09-12
Q492	Q	9	MATH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	13	231	HSST	GEN ED	29	ALGEBRA	25.7	35	-	09-12
Q492	Q	4	MATH	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE	20	109	HSST	GEN ED	29	GEOMETRY	27.3	34	-	09-12
Q494	Q	6	ENGLISH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	16	138	HSST	GEN ED	29	ENGLISH 9	23.0	26	-	09-12
Q494	Q	5	ENGLISH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	20	126	HSST	GEN ED	29	ENGLISH 10	25.2	30	-	09-12
Q494	Q	4	ENGLISH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	23	121	HSST	GEN ED	29	ENGLISH 11	30.3	34	-	09-12
Q494	Q	3	ENGLISH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	25	89	HSST	GEN ED	29	ENGLISH 12	29.7	32	-	09-12
Q494	Q	1	ENGLISH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	13	13	HSST	GEN ED	29	OTHER	13.0	13	-	09-12
Q494	Q	6	SOCIAL STUDIES	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	19	142	HSST	GEN ED	29	GLOBAL HISTORY 9	23.7	27	-	09-12
Q494	Q	7	SOCIAL STUDIES	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	17	201	HSST	GEN ED	29	GLOBAL HISTORY 10	28.7	34	-	09-12
Q494	Q	4	SOCIAL STUDIES	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	23	116	HSST	GEN ED	29	US HISTORY	29.0	34	-	09-12
Q494	Q	3	SOCIAL STUDIES	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	24	89	HSST	GEN ED	29	ECONOMICS	29.7	33	-	09-12
Q494	Q	5	SCIENCE	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	22	148	HSST	GEN ED	29	EARTH SCIENCE	29.6	35	-	09-12
Q494	Q	1	SCIENCE	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	29	29	HSST	GEN ED	29	CHEMISTRY	29.0	29	-	09-12
Q494	Q	7	SCIENCE	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	16	159	HSST	GEN ED	29	OTHER	22.7	32	-	09-12
Q494	Q	2	MATH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	24	56	HSST	GEN ED	29	MATH B	28.0	32	-	09-12
Q494	Q	6	MATH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	11	118	HSST	GEN ED	29	ALGEBRA	19.7	28	-	09-12
Q494	Q	4	MATH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	18	94	HSST	GEN ED	29	GEOMETRY	23.5	27	-	09-12
Q494	Q	7	MATH	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	17	166	HSST	GEN ED	29	OTHER	23.7	30	-	09-12
Q496	Q	6	ENGLISH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	17	152	HSST	GEN ED	29	ENGLISH 9	25.3	32	-	09-12
Q496	Q	4	ENGLISH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	24	114	HSST	GEN ED	29	ENGLISH 10	28.5	34	-	09-12
Q496	Q	3	ENGLISH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	33	104	HSST	GEN ED	29	ENGLISH 11	34.7	37	-	09-12
Q496	Q	3	ENGLISH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	19	81	HSST	GEN ED	29	ENGLISH 12	27.0	33	-	09-12
Q496	Q	6	SOCIAL STUDIES	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	15	146	HSST	GEN ED	29	GLOBAL HISTORY 9	24.3	28	-	09-12
Q496	Q	4	SOCIAL STUDIES	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	32	131	HSST	GEN ED	29	GLOBAL HISTORY 10	32.8	34	-	09-12
Q496	Q	3	SOCIAL STUDIES	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	30	95	HSST	GEN ED	29	US HISTORY	31.7	34	-	09-12
Q496	Q	2	SOCIAL STUDIES	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	39	79	HSST	GEN ED	29	US GOVERNMENT	39.5	40	-	09-12
Q496	Q	4	SCIENCE	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	32	139	HSST	GEN ED	29	LIVING ENVIRONMENT	34.8	37	-	09-12
Q496	Q	8	SCIENCE	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	17	204	HSST	GEN ED	29	EARTH SCIENCE	25.5	34	-	09-12
Q496	Q	1	SCIENCE	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	29	29	HSST	GEN ED	29	CHEMISTRY	29.0	29	-	09-12
Q496	Q	1	MATH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	40	40	HSST	GEN ED	29	MATH B	40.0	40	-	09-12
Q496	Q	7	MATH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	21	181	HSST	GEN ED	29	ALGEBRA	25.9	32	-	09-12
Q496	Q	7	MATH	BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH	27	226	HSST	GEN ED	29	GEOMETRY	32.3	37	-	09-12
Q498	Q	6	ENGLISH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	19	164	HSST	GEN ED	29	ENGLISH 9	27.3	32	-	09-12
Q498	Q	2	ENGLISH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	33	66	HSST	GEN ED	29	ENGLISH 10	33.0	33	-	09-12
Q498	Q	2	ENGLISH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	19	47	HSST	GEN ED	29	ENGLISH 11	23.5	28	-	09-12
Q498	Q	1	ENGLISH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	19	19	HSST	CTT	29	ENGLISH 9	19.0	19	-	09-12
Q498	Q	1	ENGLISH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	34	34	HSST	CTT	29	ENGLISH 10	34.0	34	-	09-12
Q498	Q	3	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	26	87	HSST	GEN ED	29	GLOBAL HISTORY 9	29.0	32	-	09-12
Q498	Q	3	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	32	100	HSST	GEN ED	29	GLOBAL HISTORY 10	33.3	34	-	09-12
Q498	Q	4	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	31	130	HSST	GEN ED	29	US HISTORY	32.5	34	-	09-12
Q498	Q	4	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	14	113	HSST	GEN ED	29	US GOVERNMENT	28.3	34	-	09-12
Q498	Q	1	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	32	32	HSST	CTT	29	GLOBAL HISTORY 9	32.0	32	-	09-12
Q498	Q	1	SOCIAL STUDIES	HUMANITIES & ARTS MAGNET HIGH SCHOOL	26	26	HSST	CTT	29	US HISTORY	26.0	26	-	09-12
Q498	Q	4	SCIENCE	HUMANITIES & ARTS MAGNET HIGH SCHOOL	31	130	HSST	GEN ED	29	LIVING ENVIRONMENT	32.5	34	-	09-12
Q498	Q	4	SCIENCE	HUMANITIES & ARTS MAGNET HIGH SCHOOL	32	132	HSST	GEN ED	29	EARTH SCIENCE	33.0	34	-	09-12
Q498	Q	4	SCIENCE	HUMANITIES & ARTS MAGNET HIGH SCHOOL	19	110	HSST	GEN ED	29	CHEMISTRY	27.5	33	-	09-12
Q498	Q	1	SCIENCE	HUMANITIES & ARTS MAGNET HIGH SCHOOL	22	22	HSST	CTT	29	LIVING ENVIRONMENT	22.0	22	-	09-12
Q498	Q	2	MATH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	12	34	HSST	GEN ED	29	MATH A	17.0	22	-	09-12
Q498	Q	2	MATH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	20	51	HSST	GEN ED	29	MATH B	25.5	31	-	09-12
Q498	Q	5	MATH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	19	129	HSST	GEN ED	29	ALGEBRA	25.8	31	-	09-12
Q498	Q	2	MATH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	33	68	HSST	GEN ED	29	GEOMETRY	34.0	35	-	09-12
Q498	Q	3	MATH	HUMANITIES & ARTS MAGNET HIGH SCHOOL	25	89	HSST	CTT	29	ALGEBRA	29.7	33	-	09-12
Q002	Q	3	-	P.S. 002 ALFRED ZIMBERG	25	75	ATS	GEN ED	30	-	25.0	25	-	0K
Q002	Q	1	-	P.S. 002 ALFRED ZIMBERG	22	22	ATS	CTT	30	-	22.0	22	-	0K
Q002	Q	4	-	P.S. 002 ALFRED ZIMBERG	25	100	ATS	GEN ED	30	-	25.0	25	-	01
Q002	Q	4	-	P.S. 002 ALFRED ZIMBERG	21	88	ATS	GEN ED	30	-	22.0	24	-	02
Q002	Q	1	-	P.S. 002 ALFRED ZIMBERG	20	20	ATS	CTT	30	-	20.0	20	-	02
Q002	Q	4	-	P.S. 002 ALFRED ZIMBERG	21	103	ATS	GEN ED	30	-	25.8	28	-	03
Q002	Q	5	-	P.S. 002 ALFRED ZIMBERG	19	109	ATS	GEN ED	30	-	21.8	24	-	04
Q002	Q	4	-	P.S. 002 ALFRED ZIMBERG	17	88	ATS	GEN ED	30	-	22.0	25	-	05
Q002	Q	4	-	P.S. 002 ALFRED ZIMBERG	9	40	ATS	SPEC ED	30	-	10.0	11	12:1:1	0K-09
Q010	Q	10	-	I.S. 010 HORACE GREELEY	11	244	ATS	GEN ED	30	-	24.4	30	-	06
Q010	Q	1	-	I.S. 010 HORACE GREELEY	27	27	ATS	CTT	30	-	27.0	27	-	06
Q010	Q	10	-	I.S. 010 HORACE GREELEY	9	270	ATS	GEN ED	30	-	27.0	31	-	07
Q010	Q	1	-	I.S. 010 HORACE GREELEY	27	27	ATS	CTT	30	-	27.0	27	-	07
Q010	Q	10	-	I.S. 010 HORACE GREELEY	23	264	ATS	GEN ED	30	-	26.4	30	-	08
Q010	Q	1	-	I.S. 010 HORACE GREELEY	25	25	ATS	CTT	30	-	25.0	25	-	08
Q010	Q	1	-	I.S. 010 HORACE GREELEY	11	11	ATS	SPEC ED	30	-	11.0	11	12:1	0K-09
Q010	Q	3	-	I.S. 010 HORACE GREELEY	11	34	ATS	SPEC ED	30	-	11.3	11	12:1:1	0K-09
Q010	Q	58	ENGLISH	I.S. 010 HORACE GREELEY	5	1509	ATS	GEN ED	30	-	26.0	32	-	MS CORE
Q010	Q	31	SOCIAL STUDIES	I.S. 010 HORACE GREELEY	11	825	ATS	GEN ED	30	-	26.6	31	-	MS CORE
Q010	Q	32	SCIENCE	I.S. 010 HORACE GREELEY	11	845	ATS	GEN ED	30	-	26.4	31	-	MS CORE
Q010	Q	44	MATH	I.S. 010 HORACE GREELEY	9	1110	ATS	GEN ED	30	-	25.2	32	-	MS CORE
Q011	Q	7	-	P.S. 011 KATHRYN PHELAN	23	172	ATS	GEN ED	30	-	24.6	25	-	0K
Q011	Q	8	-	P.S. 011 KATHRYN PHELAN	20	175	ATS	GEN ED	30	-	21.9	24	-	01
Q011	Q	7	-	P.S. 011 KATHRYN PHELAN	17	160	ATS	GEN ED	30	-	22.9	26	-	02
Q011	Q	7	-	P.S. 011 KATHRYN PHELAN	17	174	ATS	GEN ED	30	-	24.9	27	-	03
Q011	Q	6	-	P.S. 011 KATHRYN PHELAN	27	170	ATS	GEN ED	30	-	28.3	30	-	04
Q011	Q	7	-	P.S. 011 KATHRYN PHELAN	19	182	ATS	GEN ED	30	-	26.0	28	-	05
Q011	Q	6	-	P.S. 011 KATHRYN PHELAN	16	138	ATS	GEN ED	30	-	23.0	25	-	06
Q011	Q	2	-	P.S. 011 KATHRYN PHELAN	7	19	ATS	SPEC ED	30	-	9.5	12	12:1:1	0K-09
Q017	Q	4	-	P.S. 017 HENRY DAVID THOREAU	17	81	ATS	GEN ED	30	-	20.3	23	-	0K
Q017	Q	1	-	P.S. 017 HENRY DAVID THOREAU	17	17	ATS	CTT	30	-	17.0	17	-	0K
Q017	Q	4	-	P.S. 017 HENRY DAVID THOREAU	23	97	ATS	GEN ED	30	-	24.3	26	-	01
Q017	Q	1	-	P.S. 017 HENRY DAVID THOREAU	23	23	ATS	CTT	30	-	23.0	23	-	01
Q017	Q	4	-	P.S. 017 HENRY DAVID THOREAU	18	81	ATS	GEN ED	30	-	20.3	23	-	02
Q017	Q	1	-	P.S. 017 HENRY DAVID THOREAU	25	25	ATS	CTT	30	-	25.0	25	-	02
Q017	Q	4	-	P.S. 017 HENRY DAVID THOREAU	19	80	ATS	GEN ED	30	-	20.0	23	-	03
