overall_grade	additional_credit	_state_accountability_status	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	school_level_	most_recent_quality_review_score	_school_support_organization
B	3.0	In Good Standing	D	3.33	62.8	Genevieve Stanislaus	39.2	02M655	C	LIFE SCIENCES SECONDARY SCHOOL	5.5	15.1	B	2	ESMS	B	Middle	Proficient (2008-09)	ICI
B	3	In Good Standing	D	2.37	65.8	Genevieve Stanislaus	36.1	02M655	B	LIFE SCIENCES SECONDARY SCHOOL	6.3	20.4	B	2	HS	A	High School	Proficient (2008-09)	ICI
""						Junior Miller		02M690		SCHOOL FOR THE PHYSICAL CITY HIGH SCHOOL				2	HS		High School		ICI
""	1	Improvement (year 2) -  Comprehensive																	
A	3.8	In Good Standing	A	3.20	77.6	Kelly Mcguire	43.4	02M896	B	GREENWICH VILLAGE	10.4	20.0	A	2	ESMS	A	Middle	Proficient (2007-08)	ESO
A	1.5	In Good Standing	A	22.71	82.4	Diane Brady	44.1	03M009	B	P.S. 009 SARAH ANDERSON	13.3	23.5	A	3	ESMS	A	Elementary	Outstanding (2007-08)	ESO
""						Liza Ortiz		03M044		J.H.S. M044 WILLIAM J. O'SHEA				3	ESMS		Middle		LLSO
""		Restructuring (Advanced) -  Focused							D									Proficient (2007-08)	
A	7.5	Restructuring (year 2) -  Focused	B	3.58	87.2	Elana Elster	49.1	03M054	C	J.H.S. 054 BOOKER T. WASHINGTON	9.4	21.2	A	3	ESMS	A	Middle	Proficient (2008-09)	ESO
A	3.8	In Good Standing	C	44.53	70.4	Robert O'Brien	46.2	03M075	B	P.S. 075 EMILY DICKINSON	7.0	13.4	A	3	ESMS	C	Elementary	Proficient (2007-08)	ESO
A	3.8	In Good Standing	A	60.24	87.4	Charles Deberry	59.5	03M076	B	P.S. 076 A. PHILIP RANDOLPH	10.8	13.3	A	3	ESMS	C	Elementary	Proficient (2007-08)	CLSO
A	4.5	In Good Standing	C	54.83	75.6	Robin Sundick	47.6	03M084	B	P.S. 084 LILLIAN WEBER	6.7	16.8	A	3	ESMS	B	Elementary	Proficient (2007-08)	ESO
A	2.3	In Good Standing	C	20.55	71.0	Jacqui Getz	43.6	03M087	B	P.S. 087 WILLIAM SHERMAN	7.3	17.8	A	3	ESMS	A	Elementary	Proficient (2007-08)	ESO
A	6.8	Improvement (year 2) -  Basic	C	59.48	77.8	Ivelisse Alvarez	48.1	03M145	B	P.S. 145, THE BLOOMINGDALE SCHOOL	7.3	15.6	A	3	ESMS	B	Elementary	Well Developed (2007-08)	CLSO
A	11.3	In Good Standing	B	59.50	92.8	Shaniquia L. Dixon	55.4	03M149	C	P.S. 149 SOJOURNER TRUTH	9.3	16.8	A	3	ESMS	B	K-8	Proficient (2008-09)	ESO
A	5.3	In Good Standing	B	41.67	76.6	Virginia Pepe	42.2	03M163	B	P.S. 163 ALFRED E. SMITH	9.2	19.9	A	3	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	9.8	In Good Standing	B	59.09	86.0	Pedro De La Cruz	51.7	03M165	B	P.S. 165 ROBERT E. SIMON	8.5	16.0	A	3	ESMS	B	Elementary	Proficient (2008-09)	ESO
B	0.8	In Good Standing	B	27.95	65.8	Debbie J. Hand	40.1	03M166	B	P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY	8.8	16.1	B	3	ESMS	B	Elementary	Proficient (2008-09)	ESO
A	6.0	In Good Standing	A	58.37	105.1	Peter Mcfarlane	60.0	03M180	B	P.S. 180 HUGO NEWMAN	14.1	25.0	A	3	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	4.5	In Good Standing	A	54.10	80.8	Sandra Perez	45.7	03M191	B	P.S. 191 AMSTERDAM	12.1	18.5	A	3	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	0.0	In Good Standing	A	12.93	87.9	Katy Rosen	53.1	03M199	A	P.S. 199 JESSIE ISADOR STRAUS	12.1	22.7	A	3	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	5.3	In Good Standing	A	62.06	80.9	Susan M. Green	49.5	03M208	B	P.S. 208 ALAIN L. LOCKE	11.6	14.5	A	3	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	12.0	Corrective Action (year 1) -  Focused	C	62.45	95.5	Diana Diaz	60.0	03M241	D	P.S. 241 FAMILY ACADEMY	7.3	16.2	A	3	ESMS	B	K-8	Underdeveloped with Proficient Features (2008-09)	ESO
A	0.8	In Good Standing	A	57.24	72.7	Denise Gomez	50.1	03M242	C	P.S. M242 - GWENDOLYN POWELL BROWN COMPUTER SCHOOL	10.4	11.4	A	3	ESMS	C	Elementary	Proficient (2008-09)	ESO
A	0.0	In Good Standing	A	3.81	81.3	Elaine Schwartz	43.7	03M243	A	M.S. 243 CENTER SCHOOL	14.6	23.0	A	3	ESMS	A	Middle	Proficient (2007-08)	ESO
A	2.3	In Good Standing	A	3.51	88.7	Henry Zymeck	50.8	03M245	A	M.S. M245 THE COMPUTER SCHOOL	13.6	22.0	A	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
""						Gary Harris Eisinger		03M246		M.S. M246 CROSSROADS SCHOOL				3	ESMS		Middle		LLSO
""		In Good Standing																Underdeveloped (2007-08)	
A	6.0	In Good Standing	A	2.95	106.0	Claudia Aguirre	60.0	03M247	A	M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL	15.0	25.0	A	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	6.8	In Good Standing	A	3.04	102.4	Jeanne Rotunda	56.2	03M250	A	M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL	14.4	25.0	A	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	6.8	In Good Standing	A	2.90	93.1	Jeffrey S. Perl	49.9	03M256	B	M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE	11.4	25.0	A	3	ESMS	A	Middle	Proficient (2007-08)	ESO
A	6.8	In Good Standing	A	3.02	100.6	John Curry	56.0	03M258	A	COMMUNITY ACTION SCHOOL - MS 258	12.8	25.0	A	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
B	5	In Good Standing	D	2.17	55.5	Evelyn Collins	28.6	03M283	F	MANHATTAN THEATRE LAB HIGH SCHOOL	6.4	15.5	C	3	HS	B	High School	Proficient (2008-09)	LLSO
B	4	In Good Standing	D	2.04	59.8	Stephen Noonan	37.3	03M299		HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY	5.8	12.7	B	3	HS	C	High School	Underdeveloped with Proficient Features (2008-09)	New Visions
C	2	In Good Standing	D	2.28	51.4	Lynnette Delgado	27.2	03M307	B	URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE	6.2	16.0	C	3	HS	B	High School	Well Developed (2007-08)	ESO
B	3.8	In Good Standing	A	26.00	67.0	Susan Rappaport	38.2	03M333	C	P.S. 333 MANHATTAN SCHOOL FOR CHILDREN	10.9	14.1	B	3	ESMS	B	K-8	Well Developed (2008-09)	CEI-PEA
A	0.0	In Good Standing	A	7.83	86.6	Brian Culot	46.6	03M334	A	THE ANDERSON SCHOOL	15.0	25.0	A	3	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	1.5	In Good Standing	C	2.78	72.3	Herma Hall	38.3	03M415	B	WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS	7.5	25.0	B	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	6	In Good Standing	D	2.12	72.1	Herma Hall	39.9	03M415	A	WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS	6.4	19.8	B	3	HS	A	High School	Well Developed (2007-08)	ESO
""						Dr. Eloise Messineo		03M470		LOUIS D. BRANDEIS HIGH SCHOOL				3	HS		High School		ESO
""	1	Restructuring (Advanced) -  Comprehensive							D									Proficient (2008-09)	
A	2	In Good Standing	A	3.35	77.8	Ruth Lacey	49.4	03M479	A	BEACON HIGH SCHOOL	11.4	15.0	A	3	HS	B	High School	Well Developed (2007-08)	ESO
A	2	In Good Standing	B	3.63	85.2	Kim Bruno	50.9	03M485	A	FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS	8.2	24.1	A	3	HS	A	High School	Outstanding (2007-08)	ESO
A	7	In Good Standing	B	2.07	77.9	Miriam Nightengale	46.7	03M492	B	HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE	8.9	15.3	A	3	HS	B	High School	Well Developed (2007-08)	LLSO
A	8	In Good Standing	C	2.28	71.9	Anne Geiger	44.0	03M494	A	HIGH SCHOOL OF ARTS AND TECHNOLOGY	6.6	13.3	A	3	HS	C	High School	Proficient (2007-08)	ESO
B	6.3	Restructuring (year 1) -  Focused	B	1.90	63.1	Jean McTavish	34.6	03M505	B	EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL	9.5	12.7	B	3	HS	C	Transfer School	Proficient (2007-08)	ESO
A	2	In Good Standing	A	3.18	74.1	Susan Kreisman	41.1	03M541	A	MANHATTAN / HUNTER SCIENCE HIGH SCHOOL	12.0	19.0	B	3	HS	A	High School	Well Developed (2007-08)	CUNY
A	3.0	In Good Standing	D	3.06	70.5	Latasha Greer	42.5	03M860	B	FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL	6.2	18.8	A	3	ESMS	A	Middle	Proficient (2007-08)	New Visions
C	1	In Good Standing	D	2.42	44.7	Latasha Greer	21.8	03M860	B	FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL	6.2	15.7	D	3	HS	B	High School	Proficient (2007-08)	New Visions
A	1.5	In Good Standing	A	3.50	95.9	Ana De Los Santos	58.0	03M862	A	MOTT HALL II	12.6	23.8	A	3	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	8.3	In Good Standing	A	61.63	89.8	Racquel Jones	49.7	04M007	B	P.S. 007 SAMUEL STERN	10.9	20.9	A	4	ESMS	A	K-8	Proficient (2007-08)	ICI
A	0.0	In Good Standing	A	42.08	77.3	Janette Cesar	40.9	04M012	B	TAG YOUNG SCHOLARS	11.4	25.0	A	4	ESMS	A	K-8	Well Developed (2007-08)	CEI-PEA
A	12.0	In Good Standing	B	2.81	93.3	Jacob Michelman	51.2	04M013	B	J.H.S. 013 JACKIE ROBINSON	9.2	20.9	A	4	ESMS	A	Middle	Well Developed (2007-08)	CLSO
A	0.0	In Good Standing	A	54.70	71.5	Alison Mckenzie	47.4	04M037	B	RIVER EAST ELEMENTARY	10.3	13.8	A	4	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	6.8	In Good Standing	A	60.34	94.1	Norma Caraballo	60.0	04M038	C	P.S. 38 ROBERTO CLEMENTE	10.4	16.9	A	4	ESMS	B	Elementary	Well Developed (2008-09)	LLSO
B	2.3	Restructuring (Advanced) -  Comprehensive	A	2.85	67.5	Maria Aviles	37.2	04M045	B	J.H.S. M045 JOHN S. ROBERTS	11.0	17.0	B	4	ESMS	A	Middle	Proficient (2007-08)	ESO
A	9.0	In Good Standing	B	64.68	86.5	Rebekah Mitchell	50.0	04M050	B	P.S. 050 VITO MARCANTONIO	8.3	19.2	A	4	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	7.5	In Good Standing	A	63.61	97.8	Israel Soto	52.3	04M057	A	JAMES WELDON JOHNSON	13.0	25.0	A	4	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	9.0	In Good Standing	A	66.69	105.8	Loren Bohlen	59.0	04M072	A	P.S. 072	13.0	24.8	A	4	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.0	In Good Standing	A	57.12	101.6	Frances Castillo	60.0	04M083	A	P.S. 083 LUIS MUNOZ RIVERA	13.6	25.0	A	4	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.8	In Good Standing	F	64.42	78.8	Claudia Moore-Hamilton	47.0	04M096	B	P.S. 096 JOSEPH LANZETTA	4.0	24.0	A	4	ESMS	A	K-8	Proficient (2008-09)	ESO
""						Alexander Castillo		04M101		P.S. 101 ANDREW DRAPER				4	ESMS		K-8		KLSO
""		Improvement (year 2) -  Comprehensive																No QR in last two years	
B	2.3	In Good Standing	A	68.83	57.9	Sandra Gittens	20.6	04M102	A	P.S. 102 JACQUES CARTIER	12.4	22.6	D	4	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	10.5	In Good Standing	A	61.95	105.5	Lourdes Arroyo	57.0	04M108	A	P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX	13.0	25.0	A	4	ESMS	A	K-8	Well Developed (2007-08)	ESO
""						Ralph Martinez		04M117		TITO PUENTE EDUCATION COMPLEX				4	ESMS		Middle		CEI-PEA
""		Restructuring (Advanced) -  Focused																No QR in last two years	
A	3.8	In Good Standing	B	70.44	68.7	Mona Silfen	42.4	04M146	B	P.S. 146 ANN M. SHORT	8.2	14.3	A	4	ESMS	B	Elementary	Proficient (2008-09)	ICI
A	9.0	In Good Standing	A	69.81	89.9	Lillian Raimundi Ortiz	51.6	04M155	A	P.S. 155 WILLIAM PACA	10.2	19.1	A	4	ESMS	A	Elementary	Underdeveloped with Proficient Features (2008-09)	LLSO
A	11.3	In Good Standing	A	57.33	101.4	Dimitres Pantelidis	54.4	04M171	B	P.S. 171 PATRICK HENRY	10.7	25.0	A	4	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	3.8	In Good Standing	A	64.40	94.0	Andrea Hernandez	52.9	04M182	A	THE BILINGUAL BICULTURAL SCHOOL	12.3	25.0	A	4	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	10.5	In Good Standing	B	66.82	96.8	Myrna Rodriguez	55.1	04M206	B	P.S. 206 JOSE CELSO BARBOSA	9.4	21.8	A	4	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	1.5	Improvement (year 1) -  Basic	B	3.68	66.1	Liliana Sarro	38.3	04M224	B	M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS	8.9	17.4	B	4	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
""				2.71		Alex Estrella		04M372		ESPERANZA PREPATORY ACADEMY				4	ESMS		Middle		Replications, Inc.
""		In Good Standing																No QR in last two years	
""				67.05		Lisette Caesar		04M375		MOSAIC PREPARATORY ACADEMY				4	ESMS		Elementary		LLSO
""		In Good Standing																No QR in last two years	
""				2.79		Tammy Pate-Spears		04M377		RENAISSANCE SCHOOL OF THE ARTS				4	ESMS		Middle		CEI-PEA
""		In Good Standing																No QR in last two years	
""				2.86		Luis Genao		04M381		GLOBAL NEIGHBORHOOD SECONDARY SCHOOL				4	ESMS		Middle		AED
""		In Good Standing																No QR in last two years	
C	1	In Good Standing	F	2.05	48.9	Eileen Miller Cohen	27.3	04M409	C	COALITION SCHOOL FOR SOCIAL CHANGE	4.7	15.9	C	4	HS	B	High School	Proficient (2008-09)	CLSO
B	4	In Good Standing	C	3.05	64.0	JOSE DAVID JIMENEZ	34.6	04M435	B	MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS	7.7	17.7	B	4	HS	A	High School	Proficient (2007-08)	ESO
A	5	In Good Standing	A	2.11	78.4	Kevin McCarthy	45.6	04M495	A	PARK EAST HIGH SCHOOL	11.3	16.5	A	4	HS	B	High School	Proficient (2007-08)	ESO
A	1.5	In Good Standing	A	40.45	79.9	Julie Zuckerman	53.5	04M497	B	CENTRAL PARK EAST I	11.4	13.5	A	4	ESMS	B	Elementary	Proficient (2007-08)	ESO
A	10	In Good Standing	A	1.96	86.7	Bennett Lieberman	49.4	04M555	A	CENTRAL PARK EAST HIGH SCHOOL	12.2	15.1	A	4	HS	B	High School	Proficient (2007-08)	CLSO
B	0.0	In Good Standing	A	3.43	58.3	Althea Bradshaw-Tyson	23.8	04M610	C	YOUNG WOMEN'S LEADERSHIP SCHOOL	13.7	20.8	D	4	ESMS	A	Middle	Well Developed (2008-09)	New Visions
A	0	In Good Standing	A	2.97	78.6	ALTHEA BRADSHAW-TYSON	44.8	04M610	A	YOUNG WOMEN'S LEADERSHIP SCHOOL	14.3	19.5	A	4	HS	A	High School	Well Developed (2008-09)	New Visions
""						Irma Garceau		04M635		ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL				4	ESMS		Middle		New Visions
""		Improvement (year 2) -  Comprehensive																Underdeveloped with Proficient Features (2008-09)	
D	0	Improvement (year 2) -  Comprehensive	D	2.02	41.6	Irma Garceau	23.3	04M635	C	ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL	5.8	12.5	D	4	HS	C	High School	Underdeveloped with Proficient Features (2008-09)	New Visions
A	9	In Good Standing	D	1.95	74.8	LUIS ALBERTO DUANY	44.2	04M680	A	HERITAGE SCHOOL, THE	6.2	15.4	A	4	HS	B	High School	Proficient (2008-09)	ESO
""						Flora Greenaway		04M695		URBAN PEACE ACADEMY				4	HS		High School		ICI
""	4	In Good Standing																	
A	5.3	In Good Standing	A	3.13	80.0	Lisa Nelson	39.9	04M825	A	ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE	13.2	21.6	B	4	ESMS	A	Middle	Proficient (2007-08)	ESO
A	3.8	In Good Standing	A	53.21	76.9	Naomi Smith	48.6	04M964	C	CENTRAL PARK EAST II	12.8	11.7	A	4	ESMS	C	Elementary	Proficient (2008-09)	ESO
A	6.0	In Good Standing	B	62.26	81.6	Karen Melendez Hutt	49.3	05M030	B	P.S. 030 HERNANDEZ/HUGHES	9.5	16.8	A	5	ESMS	B	Elementary	Well Developed (2007-08)	CLSO
A	6.8	In Good Standing	A	63.41	79.7	George Young	44.5	05M046	B	P.S. 046 ARTHUR TAPPAN	10.4	18.0	A	5	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	3.0	In Good Standing	C	60.26	65.2	Rosa Davila	40.9	05M092	B	P.S. 092 MARY MCLEOD BETHUNE	7.7	13.6	A	5	ESMS	B	Elementary	Well Developed (2007-08)	CLSO
A	8.3	In Good Standing	B	60.33	83.0	Beverly Lewis	50.8	05M123	B	P.S. 123 MAHALIA JACKSON	8.5	15.4	A	5	ESMS	B	Elementary	Well Developed (2007-08)	KLSO
A	12.0	Restructuring (Advanced) -  Focused	B	60.46	84.0	Claudette Lustin	48.1	05M125	B	P.S. 125 RALPH BUNCHE	9.0	14.9	A	5	ESMS	B	Elementary	Proficient (2007-08)	ESO
A	4.5	In Good Standing	A	58.45	73.2	Odelphia Pierre	43.4	05M129	A	P.S. 129 JOHN H. FINLEY	10.7	14.6	A	5	ESMS	B	Elementary	Well Developed (2007-08)	CLSO
A	4.5	In Good Standing	B	61.15	82.5	Pamela Craig	55.7	05M133	B	P.S. 133 FRED R MOORE	8.8	13.5	A	5	ESMS	B	Elementary	Proficient (2007-08)	CLSO
A	6.0	In Good Standing	B	61.32	93.2	Elizabeth Jarrett	60.0	05M154	B	P.S. 154 HARRIET TUBMAN	9.8	17.4	A	5	ESMS	A	Elementary	Proficient (2007-08)	CLSO
A	7.5	In Good Standing	A	65.97	90.2	Barbara D. Freeman	47.0	05M161	A	P.S. 161 PEDRO ALBIZU CAMPOS	11.3	24.4	A	5	ESMS	A	Elementary	Well Developed (2007-08)	ESO
""						Winston Riley		05M172		POWELL M.S. FOR LAW & SOCIAL JUSTICE				5	ESMS		Middle		LLSO
""		Restructuring (year 2) -  Comprehensive																No QR in last two years	
C	0.0	In Good Standing	B	53.40	45.6	Cheryl Mcclendon	22.0	05M175	C	P.S. 175 HENRY H GARNET	10.0	13.6	D	5	ESMS	B	Elementary	Proficient (2008-09)	Fordham
A	5.3	Improvement (year 2) -  Basic	B	63.85	72.3	Charyn Koppelson Cleary	49.8	05M194	D	P.S. 194 COUNTEE CULLEN	8.3	8.9	A	5	ESMS	D	Elementary	Proficient (2007-08)	ESO
B	0.8	Restructuring (Advanced) -  Focused	C	3.00	66.2	Rosarie Jean	38.0	05M195	B	I.S. 195 ROBERTO CLEMENTE	7.9	19.5	B	5	ESMS	A	Middle	Proficient (2008-09)	CLSO
A	7.5	In Good Standing	B	58.98	91.6	Renardo Wright	56.2	05M197	C	P.S. 197 JOHN B. RUSSWURM	9.1	18.8	A	5	ESMS	A	Elementary	Underdeveloped with Proficient Features (2008-09)	CLSO
A	5.3	Corrective Action (year 1) -  Focused	C	56.94	71.0	Renee Y. Belton	47.6	05M200	B	P.S. 200- THE JAMES MCCUNE SMITH SCHOOL	6.8	11.3	A	5	ESMS	C	Elementary	Well Developed (2007-08)	CLSO
D	1.3	In Good Standing	D	2.21	43.5	Mary Rice	28.2	05M285	C	HARLEM RENAISSANCE HIGH SCHOOL	6.0	8.0	C	5	HS	F	Transfer School	Proficient (2008-09)	ESO
A	9.0	In Good Standing	A	2.70	94.3	Qadir Ben Dixon	46.3	05M286	B	I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY	14.0	25.0	A	5	ESMS	A	Middle	Proficient (2007-08)	ESO
A	3.8	In Good Standing	B	3.18	68.7	Briony Carr	35.1	05M302	B	KAPPA IV	10.0	19.8	B	5	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	Replications, Inc.
C	1	In Good Standing	F	2.60	51.6	BLAINE WALTON	30.4	05M304	B	MOTT HALL HIGH SCHOOL	4.8	15.4	C	5	HS	B	High School	Proficient (2007-08)	CLSO
D	0.0	In Good Standing	F	3.08	37.8	Sean Dunning	22.1	05M317	C	KAPPA II	2.3	13.4	D	5	ESMS	C	Middle	Underdeveloped with Proficient Features (2008-09)	ESO
B	0.0	In Good Standing	A	52.23	58.4	Sean Davenport	30.1	05M318		THURGOOD MARSHALL ACADEMY LOWER SCHOOL	12.4	15.9	C	5	ESMS	B	Elementary	Proficient (2008-09)	New Visions
D	2.3	In Good Standing	F	2.94	35.7	Rashaunda Shaw	16.8	05M344	C	ACADEMY OF COLLABORATIVE EDUCATION	0.0	16.6	F	5	ESMS	B	Middle	Underdeveloped (2008-09)	ICI
A	0.0	In Good Standing	A	3.82	96.4	Jose Maldonado-Rivera	60.0	05M362		COLUMBIA SECONDARY SCHOOL	12.4	24.0	A	5	ESMS	A	Middle	Well Developed (2008-09)	ESO
C	5.3	In Good Standing	B	3.11	52.9	Crystal Simmons	26.0	05M367		ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL	8.8	12.8	C	5	ESMS	C	Middle	Proficient (2008-09)	ESO
""				2.51		CRYSTAL SIMMONS		05M367		ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL				5	HS		High School		ESO
""	2	In Good Standing																Proficient (2008-09)	
""				2.28		Fia Davis		05M369		URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS				5	HS		High School		ESO
""	7	Pending																Proficient (2008-09)	
A	5.3	Improvement (year 2) -  Comprehensive	C	2.85	84.9	Dr. A. Ellen Parris	46.9	05M469	B	CHOIR ACADEMY OF HARLEM	7.7	25.0	A	5	ESMS	A	Middle	Proficient (2008-09)	ICI
D	0	Improvement (year 2) -  Comprehensive	F	2.36	39.1	Dr. A. Ellen Parris	22.5	05M469	C	CHOIR ACADEMY OF HARLEM	5.2	11.4	D	5	HS	C	High School	Proficient (2008-09)	ICI
A	5.3	In Good Standing	D	3.47	72.8	Gregory Hodge	40.5	05M499	C	FREDERICK DOUGLASS ACADEMY	6.4	20.6	B	5	ESMS	A	Middle	Proficient (2008-09)	LLSO
C	2	In Good Standing	C	3.07	51.9	Gregory Hodge	27.7	05M499	B	FREDERICK DOUGLASS ACADEMY	6.6	15.6	C	5	HS	B	High School	Proficient (2008-09)	LLSO
B	0.8	In Good Standing	A	3.33	57.8	Sandye Johnson	24.5	05M670	F	THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE	12.7	19.8	D	5	ESMS	A	Middle	Proficient (2008-09)	New Visions
B	1	In Good Standing	A	2.50	59.1	Sandye Johnson	30.5	05M670	B	THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE	11.2	16.4	C	5	HS	B	High School	Proficient (2008-09)	New Visions
C	2	Improvement (year 1) -  Basic	B	1.91	51.3	Larry Wilson	26.2	05M685	B	BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL	8.5	14.6	D	5	HS	B	High School	Well Developed (2007-08)	ESO
A	0	In Good Standing	A	3.75	82.0	William Dugan	48.2	05M692	A	HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE	11.2	22.6	A	5	HS	A	High School	Well Developed (2007-08)	ESO
A	9.0	Restructuring (Advanced) -  Focused	B	66.69	94.8	Delois White	58.5	06M004	B	P.S. 004 DUKE ELLINGTON	8.8	18.5	A	6	ESMS	A	Elementary	Well Developed (2007-08)	Fordham
A	3.0	In Good Standing	A	67.13	89.2	Wanda Soto	52.3	06M005	A	P.S. 005 ELLEN LURIE	12.0	21.9	A	6	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.0	Restructuring (Advanced) -  Focused	A	67.70	97.4	Rafaela Landin	59.3	06M008	A	P.S. 008 LUIS BELLIARD	13.8	18.3	A	6	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	8.3	Improvement (year 1) -  Basic	A	63.84	100.6	Aurea Porrata-Doria	60.0	06M018	B	P.S. 018 PARK TERRACE	12.6	19.7	A	6	ESMS	A	K-8	Well Developed (2007-08)	LLSO
A	10.5	In Good Standing	A	66.09	99.1	Elsa Nunez	56.0	06M028	A	P.S. 028 WRIGHT BROTHERS	11.8	20.8	A	6	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	8.3	In Good Standing	A	66.47	102.8	Tracy Walsh	60.0	06M048	A	P.S. 048 P.O. MICHAEL J. BUCZEK	12.9	21.6	A	6	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	1.5	Restructuring (year 2) -  Focused	A	3.03	74.9	Dr. Salvador A. Fernandez	39.8	06M052	B	J.H.S. 052 INWOOD	12.2	21.4	B	6	ESMS	A	Middle	Well Developed (2007-08)	LLSO
A	2.3	Improvement (year 1) -  Focused	B	68.81	77.2	Maritza Rodriguez	50.0	06M098	B	P.S. 098 SHORAC KAPPOCK	8.5	16.4	A	6	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	3.0	Restructuring (Advanced) -  Focused	B	66.89	77.1	Angela Rodriguez	46.4	06M115	B	P.S. 115 ALEXANDER HUMBOLDT	9.5	18.2	A	6	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	8.3	Restructuring (year 1) -  Focused	B	65.75	87.2	Rosa Argelia Arredondo	49.4	06M128	A	P.S. 128 AUDUBON	9.9	19.6	A	6	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.0	In Good Standing	B	68.56	85.5	Xiomara Nova	49.6	06M132	B	P.S. 132 JUAN PABLO DUARTE	10.0	19.9	A	6	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.8	Restructuring (Advanced) -  Focused	A	2.89	80.5	Ourania Pappas	42.9	06M143	B	J.H.S. 143 ELEANOR ROOSEVELT	12.0	21.8	A	6	ESMS	A	Middle	Well Developed (2007-08)	LLSO
A	6.0	Corrective Action (year 1) -  Focused	C	64.54	81.7	Julia Pietri	50.8	06M152	A	P.S. 152 DYCKMAN VALLEY	7.7	17.2	A	6	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	9.0	In Good Standing	A	64.88	85.2	Karen Bailey	42.8	06M153	A	P.S. 153 ADAM CLAYTON POWELL	12.3	21.1	A	6	ESMS	A	Elementary	Well Developed (2008-09)	ESO
